phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count
train,0.1,32,-1,0.9424,239.71004772988394,18.40277777777778,0,0,72,3,1642.6,23.47926199261993,1666.0792619926199,-742.0,-164.26,-906.2600000000001,59,58,51,54,66
train,0.1,33,-1,0.9406,237.23489421286206,12.847222222222221,0,0,21,3,1679.2,23.47926199261993,1702.67926199262,-329.0,-167.92000000000002,-496.91999999999996,50,55,64,55,64
train,0.1,34,-1,0.9388,194.4256026901532,32.98611111111111,0,0,0,0,1471.9,23.47926199261993,1495.37926199262,36.0,-147.19,-111.19,77,55,49,52,55
train,0.1,35,-1,0.9369999999999999,224.19638185043024,31.59722222222222,0,0,49,4,1616.7,23.47926199261993,1640.17926199262,-503.0,-161.67000000000002,-664.6700000000001,59,65,50,47,67
train,0.1,36,-1,0.9352,186.83222373773668,53.47222222222222,0,0,11,2,1630.3,23.47926199261993,1653.77926199262,-29.0,-163.02999999999997,-192.03000000000003,55,58,54,62,59
train,0.1,37,-1,0.9334,258.56351349037885,9.722222222222223,0,0,84,1,1482.3,23.47926199261993,1505.77926199262,-956.0,-148.23,-1104.23,70,68,35,64,51
train,0.1,38,-1,0.9316,260.90507229950873,8.680555555555555,0,0,65,6,1597.3,23.47926199261993,1620.77926199262,-785.0,-159.73,-944.7299999999999,60,59,54,54,61
train,0.1,39,-1,0.9298,107.93956600319285,75.0,28,7,0,0,1571.8,23.47926199261993,1595.27926199262,-1122.0,-157.18,-1279.18,55,61,54,68,50
train,0.1,40,-1,0.9279999999999999,170.93121204038155,63.541666666666664,0,0,0,0,1542.9,23.47926199261993,1566.37926199262,48.0,-154.29,-106.28999999999999,67,54,49,65,53
train,0.1,41,-1,0.9262,112.73254216088873,85.76388888888889,23,1,0,0,1732.6,23.47926199261993,1756.0792619926199,-939.0,-173.26,-1112.2600000000002,59,34,67,58,70
train,0.1,42,-1,0.9244,108.72841382976429,77.43055555555556,41,8,0,0,1528.1,23.47926199261993,1551.5792619926199,-1239.0,-152.81,-1391.8100000000002,63,57,67,44,57
train,0.1,43,-1,0.9226,80.38133029306329,40.27777777777778,128,15,0,0,1468.1,23.47926199261993,1491.5792619926199,-3030.0,-146.81,-3176.8100000000004,59,70,56,58,45
train,0.1,44,-1,0.9208000000000001,149.6682176327147,79.86111111111111,0,0,0,0,1518.8,23.47926199261993,1542.27926199262,-56.0,-151.88,-207.88,71,54,52,55,56
train,0.1,45,-1,0.919,160.25738907756207,67.36111111111111,0,0,0,0,1638.8999999999999,23.47926199261993,1662.3792619926198,-48.0,-163.89,-211.89,46,69,60,52,61
